[276.9809556007385, 470.9794511795044, 192.0696120262146, 391.1614134311676, 238.35180020332336, 333.0449094772339, 292.24411460757256, 336.1786422729492, 344.0405535697937, 396.45425978302956, 275.1835252046585, 465.47448778152466, 237.921870470047, 343.661039352417, 207.8236746788025, 299.24200731515884, 319.5306634902954, 219.2016123533249, 216.69945645332336, 217.88673543930054, 329.4606909751892, 296.6003007888794, 296.7913553714752, 344.4308748245239, 261.70700454711914, 191.08980250358582, 245.65599262714386, 127.6288161277771]
[278.09380769729614, 466.65041863918304, 191.2894949913025, 391.88687324523926, 237.30349457263947, 334.6907365322113, 291.34418481588364, 338.558802485466, 344.239914894104, 396.62305504083633, 281.10373187065125, 464.1062316894531, 236.15455274283886, 343.2125630378723, 208.11065912246704, 299.8981686681509, 217.7440152168274, 218.21320736408234, 216.40446639060974, 218.86522579193115, 329.31351685523987, 297.9245400428772, 298.27522587776184, 345.4382252693176, 261.4889409542084, 192.30714416503906, 246.22710919380188, 128.44444870948792]
[278.74482917785645, 467.03721714019775, 191.6348204612732, 390.8683753013611, 237.8113270998001, 332.4391007423401, 290.38273298740387, 337.91821932792664, 343.93905115127563, 395.6164054572582, 277.74624967575073, 464.07197761535645, 238.5691683292389, 344.27685165405273, 207.79756927490234, 299.8694865256548, 217.93834471702576, 218.7284848690033, 216.2087275981903, 219.08647292852402, 329.3585648536682, 297.43989419937134, 290.7032091617584, 347.5652061700821, 261.67630898952484, 192.43048000335693, 245.82096707820892, 128.6063575744629]
[278.00140857696533, 470.71510648727417, 192.0544195175171, 389.5901073217392, 237.6253843307495, 332.27623921632767, 292.30413377285004, 336.26238918304443, 344.20459818840027, 394.54004669189453, 276.68100494146347, 465.2914981842041, 237.6425838470459, 344.27093172073364, 208.18591165542603, 299.0973961353302, 217.10687232017517, 217.3627200126648, 320.24787521362305, 219.95947819575667, 329.5503206253052, 297.0549244880676, 296.4908745288849, 344.74150943756104, 262.2207250595093, 192.00474071502686, 245.7471388578415, 127.87254858016968]
[277.7586646080017, 470.26428031921387, 191.14691257476807, 391.0922191143036, 237.98056781291962, 333.0370410680771, 292.96006429195404, 335.74783635139465, 344.1157329082489, 394.8340423107147, 281.76082396507263, 464.80445528030396, 237.76236987113953, 342.9526798725128, 208.15577912330627, 299.3996508717537, 320.38848304748535, 219.21180295944214, 217.00537633895874, 217.67661046981812, 329.3691346645355, 298.0522472858429, 290.53810811042786, 346.7529671192169, 262.7160532474518, 191.1141574382782, 246.00554871559143, 127.78642559051514]
[278.1378984451294, 467.27103066444397, 192.1529083251953, 389.73076140880585, 238.980801820755, 333.22369062900543, 291.40354013442993, 337.1977310180664, 343.98765230178833, 394.5384633541107, 276.72805136442184, 465.2480502128601, 237.50247848033905, 343.25733709335327, 208.343985080719, 299.6610577702522, 319.9350574016571, 219.073426425457, 216.6382212638855, 217.83140683174133, 328.96899604797363, 297.18208956718445, 291.7610350847244, 347.88480568677187, 261.8012591600418, 191.17111134529114, 245.9112663269043, 127.86783742904663]
[277.8665747642517, 471.0742597579956, 191.69934463500977, 390.470890045166, 237.47185373306274, 332.6892389059067, 291.36068028211594, 338.1865144968033, 344.31793761253357, 394.52011132240295, 274.70377027988434, 467.66794389486313, 238.18302869796753, 343.9229748249054, 207.96754598617554, 298.71522784233093, 217.7230896949768, 217.66799068450928, 320.18839144706726, 220.3428927063942, 328.9961910247803, 296.99618673324585, 292.5441281199455, 346.95353412628174, 261.55878269672394, 191.6591136455536, 246.0357711315155, 127.78267288208008]
[277.29350662231445, 467.6129266321659, 191.97311544418335, 390.4824860095978, 239.7522292137146, 333.17510855197906, 291.9270418584347, 337.1744899749756, 344.37031269073486, 395.4222586750984, 274.9686943292618, 465.3665738105774, 237.56136071681976, 343.43027234077454, 207.84945344924927, 297.49480390548706, 216.77231574058533, 217.52253365516663, 320.09187507629395, 220.041002612561, 329.62490820884705, 298.1146539449692, 292.25922694802284, 347.63705667853355, 261.95224356651306, 192.3215765953064, 246.96842050552368, 128.66482067108154]
[278.8516478538513, 467.0747894048691, 191.39167165756226, 391.33855080604553, 237.78159368038177, 334.0289475917816, 291.71961495280266, 337.6790647506714, 344.8240098953247, 395.3273310661316, 277.56186950206757, 464.8264946937561, 238.2865343093872, 342.10676169395447, 207.8058979511261, 300.04739041626453, 319.2364912033081, 219.24234557151794, 216.38922142982483, 218.02653670310974, 329.61784768104553, 297.3804507255554, 294.5614800453186, 345.8814902305603, 261.595791220665, 191.23991227149963, 245.44462072849274, 127.84198904037476]
[277.9016981124878, 470.3375563621521, 192.3005428314209, 391.6057975292206, 240.01969981193542, 333.66381549835205, 291.92046020925045, 337.7653658390045, 343.7430896759033, 397.0441529750824, 276.0635677203536, 465.71251583099365, 237.80444872379303, 343.1016802787781, 207.68694758415222, 299.0960571169853, 217.28611540794373, 217.4785132408142, 320.0179524421692, 221.105113863945, 329.7507348060608, 298.26199650764465, 293.897208571434, 347.3245676755905, 261.43178951740265, 192.5090148448944, 244.37522345781326, 128.6842942237854]
[278.2309675216675, 470.8657236099243, 191.96593379974365, 390.9289677143097, 240.898419380188, 331.70492285490036, 292.9765084385872, 336.7950005531311, 344.67648220062256, 396.60667008161545, 275.03061228990555, 467.1431382894516, 238.488831281662, 344.2939953804016, 208.054584980011, 300.23287189006805, 216.92514657974243, 217.72991943359375, 319.81286096572876, 220.00992288067937, 329.7658495903015, 297.2868084907532, 295.105539560318, 345.8639874458313, 262.15329790115356, 192.29943418502808, 246.46535921096802, 128.6704649925232]
